FIPS,County,State,Civilian NonInst Pop,Percent Any Difficulty,Percent TwoTypes,Percent Hearing difficulty, Percent Vision difficulty,Percent Cognitive difficulty,Percent Ambulatory difficulty, Percent Selfcare difficulty,Percent Independent living difficulty,R_Hearing Difficulty,R_Vision difficulty,R_Cognitive difficulty,R_Ambulatory difficulty,R_Selfcare difficulty,R_Independent living difficulty,R_Overall disability
17109,McDonough County, Illinois,30084,14.44,6.58,4.44,2.75,5.74,7.08,1.99,5.42,0.39,0.51,0.56,0.37,0.21,0.58,0.40
17111,McHenry County, Illinois,306363,9.56,4.11,3.01,1.57,3.19,4.54,1.55,3.38,0.09,0.09,0.08,0.07,0.09,0.14,0.05
17113,McLean County, Illinois,171425,9.38,3.84,2.82,1.49,3.21,4.34,1.48,2.76,0.06,0.07,0.08,0.05,0.07,0.06,0.04
17115,Macon County, Illinois,103150,15.06,7.60,4.56,2.76,5.28,8.35,2.85,5.63,0.42,0.51,0.47,0.55,0.55,0.63,0.46
17117,Macoupin County, Illinois,44981,14.69,6.66,4.45,2.30,4.97,8.00,2.70,5.15,0.39,0.34,0.40,0.50,0.48,0.53,0.42
17119,Madison County, Illinois,262150,14.50,6.76,3.97,2.35,5.44,7.73,2.76,4.98,0.27,0.36,0.51,0.46,0.51,0.49,0.40
17121,Marion County, Illinois,37041,18.80,9.17,6.41,3.84,7.32,9.67,2.94,5.95,0.79,0.78,0.82,0.70,0.57,0.68,0.76
17123,Marshall County, Illinois,11415,13.34,5.08,4.06,1.33,3.27,6.68,1.94,3.71,0.29,0.04,0.09,0.30,0.19,0.20,0.29
17125,Mason County, Illinois,13415,16.83,7.36,6.21,3.59,4.67,8.57,2.74,5.09,0.76,0.73,0.33,0.57,0.50,0.52,0.62
17127,Massac County, Illinois,13979,20.69,11.32,4.38,2.53,7.30,13.54,5.04,8.89,0.38,0.43,0.81,0.94,0.95,0.96,0.85
17129,Menard County, Illinois,12141,14.45,6.41,4.24,2.43,4.65,7.41,2.08,4.37,0.34,0.40,0.33,0.41,0.24,0.34,0.40
17131,Mercer County, Illinois,15373,12.91,5.45,4.83,1.84,3.30,6.80,2.71,4.30,0.49,0.17,0.09,0.32,0.48,0.32,0.25
17133,Monroe County, Illinois,33894,9.57,4.25,4.15,0.99,3.17,4.91,1.39,3.18,0.31,0.01,0.08,0.09,0.06,0.10,0.05
17135,Montgomery County, Illinois,25894,14.73,6.66,5.10,3.02,3.69,8.22,2.70,5.03,0.55,0.59,0.14,0.53,0.48,0.50,0.43
17137,Morgan County, Illinois,32076,16.16,7.50,5.07,2.49,5.91,8.78,3.19,5.18,0.55,0.41,0.60,0.60,0.65,0.53,0.57
17139,Moultrie County, Illinois,14359,12.76,5.84,3.13,1.92,4.09,6.71,2.09,4.66,0.10,0.20,0.22,0.30,0.24,0.42,0.24
17141,Ogle County, Illinois,50520,12.97,5.58,4.06,2.06,3.77,6.59,2.02,4.08,0.29,0.25,0.16,0.29,0.21,0.27,0.26
17143,Peoria County, Illinois,180546,11.85,6.17,3.12,1.83,4.56,6.02,2.37,4.94,0.10,0.17,0.30,0.21,0.35,0.48,0.17
17145,Perry County, Illinois,18617,19.20,9.40,5.97,5.05,8.72,9.56,2.81,5.33,0.73,0.91,0.92,0.69,0.53,0.56,0.78
17147,Piatt County, Illinois,16347,13.36,6.02,4.70,3.05,3.73,6.91,2.64,4.29,0.46,0.60,0.15,0.34,0.45,0.32,0.29
17149,Pike County, Illinois,15234,16.63,8.52,6.00,3.27,6.31,8.89,2.70,5.63,0.73,0.66,0.68,0.61,0.48,0.62,0.61
17151,Pope County, Illinois,4049,26.06,14.47,8.82,2.42,9.98,14.82,6.69,12.32,0.96,0.39,0.97,0.97,0.99,1.00,0.98
17153,Pulaski County, Illinois,5505,21.85,9.30,4.47,2.25,6.58,14.44,4.58,6.88,0.40,0.33,0.72,0.97,0.91,0.82,0.90
17155,Putnam County, Illinois,5714,13.48,5.23,5.30,1.94,4.08,6.88,1.33,3.01,0.60,0.21,0.21,0.33,0.05,0.08,0.30
17157,Randolph County, Illinois,28544,16.26,7.71,5.26,2.71,4.71,8.63,2.68,5.64,0.59,0.50,0.34,0.58,0.47,0.63,0.57
17159,Richland County, Illinois,15571,17.40,8.18,5.84,3.66,6.22,7.70,2.97,6.15,0.70,0.75,0.66,0.46,0.58,0.71,0.67
17161,Rock Island County, Illinois,141174,13.65,6.02,3.76,1.98,4.99,7.03,1.97,4.41,0.23,0.23,0.41,0.36,0.20,0.35,0.32
17163,St. Clair County, Illinois,256193,13.50,6.58,3.59,2.21,4.54,7.68,2.97,4.60,0.19,0.31,0.30,0.46,0.58,0.41,0.30
17165,Saline County, Illinois,23540,22.26,11.38,6.96,3.10,9.00,12.94,4.34,7.54,0.86,0.62,0.94,0.92,0.89,0.88,0.91
17167,Sangamon County, Illinois,194848,13.63,6.89,4.02,2.79,5.55,7.10,2.54,5.06,0.28,0.52,0.53,0.37,0.41,0.51,0.32
17169,Schuyler County, Illinois,6882,19.75,9.60,6.71,4.55,8.37,9.17,3.40,4.05,0.83,0.87,0.90,0.65,0.71,0.26,0.81
17171,Scott County, Illinois,4953,13.43,6.50,3.01,1.47,4.16,7.61,3.37,5.37,0.09,0.07,0.23,0.44,0.71,0.57,0.30
17173,Shelby County, Illinois,21554,12.75,5.45,4.91,2.19,3.13,6.34,2.05,3.74,0.51,0.31,0.07,0.25,0.23,0.20,0.24
17175,Stark County, Illinois,5345,12.20,5.97,3.50,1.48,4.40,6.10,3.16,4.85,0.17,0.07,0.27,0.22,0.64,0.46,0.20
17177,Stephenson County, Illinois,44337,14.82,6.64,4.79,2.00,4.87,7.71,2.61,4.86,0.48,0.23,0.38,0.46,0.44,0.46,0.43
17179,Tazewell County, Illinois,130814,12.15,6.13,3.53,1.88,4.52,6.54,2.56,4.70,0.18,0.18,0.30,0.28,0.42,0.43,0.20
17181,Union County, Illinois,16809,17.94,9.01,4.41,1.70,5.91,10.42,4.02,8.17,0.38,0.13,0.60,0.78,0.85,0.93,0.71
17183,Vermilion County, Illinois,74983,14.80,7.54,3.61,2.33,5.62,8.40,3.17,5.71,0.19,0.35,0.55,0.56,0.65,0.64,0.43
17185,Wabash County, Illinois,11466,17.80,7.75,6.50,3.31,5.77,9.46,3.63,5.56,0.80,0.67,0.57,0.68,0.77,0.61,0.69
17187,Warren County, Illinois,16952,13.33,5.38,4.53,2.47,4.28,6.09,1.74,3.89,0.41,0.41,0.25,0.22,0.13,0.23,0.28
17189,Washington County, Illinois,13857,12.24,6.63,4.44,2.17,3.78,7.01,2.42,4.37,0.39,0.30,0.16,0.36,0.37,0.34,0.20
17191,Wayne County, Illinois,16355,17.47,8.97,5.80,3.41,5.77,9.69,3.19,5.71,0.70,0.69,0.57,0.71,0.65,0.64,0.67
17193,White County, Illinois,13527,19.58,7.79,5.68,3.10,6.00,10.31,3.12,5.67,0.68,0.62,0.62,0.77,0.63,0.64,0.80
17195,Whiteside County, Illinois,55135,14.99,7.22,4.94,2.87,5.02,7.63,2.91,5.32,0.52,0.54,0.41,0.45,0.57,0.56,0.45
17197,Will County, Illinois,682082,8.90,3.91,2.44,1.57,2.74,4.50,1.75,3.20,0.03,0.09,0.04,0.06,0.13,0.11,0.03
17199,Williamson County, Illinois,65070,18.09,9.26,4.35,2.71,6.82,10.77,3.32,7.07,0.37,0.50,0.76,0.81,0.70,0.84,0.72
17201,Winnebago County, Illinois,281711,13.92,6.64,3.66,2.37,5.21,7.15,2.75,4.97,0.21,0.37,0.46,0.38,0.50,0.49,0.35
17203,Woodford County, Illinois,38133,9.81,4.13,3.08,1.19,3.38,4.54,1.48,3.44,0.10,0.02,0.10,0.07,0.07,0.15,0.06
18001,Adams County, Indiana,34932,11.52,5.00,3.58,2.14,3.74,6.59,2.38,3.48,0.19,0.29,0.15,0.29,0.35,0.16,0.15
18003,Allen County, Indiana,369020,12.50,5.87,3.31,1.87,5.03,6.24,2.15,4.21,0.14,0.18,0.42,0.24,0.26,0.30,0.22
18005,Bartholomew County, Indiana,81610,12.97,5.95,4.09,2.07,5.05,6.20,2.76,4.34,0.30,0.26,0.42,0.23,0.51,0.33,0.26
18007,Benton County, Indiana,8598,18.52,6.55,4.92,2.92,8.62,7.70,1.90,4.51,0.51,0.56,0.91,0.46,0.17,0.38,0.75
18009,Blackford County, Indiana,11857,20.59,10.28,5.49,3.52,7.87,12.21,2.90,6.17,0.64,0.72,0.87,0.90,0.56,0.72,0.85
18011,Boone County, Indiana,64836,9.62,4.24,3.19,1.45,3.86,4.57,1.75,3.03,0.12,0.06,0.17,0.07,0.13,0.09,0.05
18013,Brown County, Indiana,14931,15.07,6.63,5.75,2.26,4.64,7.06,2.09,4.58,0.69,0.33,0.32,0.36,0.24,0.40,0.46
18015,Carroll County, Indiana,19962,15.19,6.83,5.87,3.26,4.97,7.08,2.94,4.06,0.71,0.66,0.40,0.37,0.57,0.27,0.47
18017,Cass County, Indiana,37027,15.61,7.93,5.20,2.72,5.51,7.98,2.55,5.08,0.58,0.50,0.53,0.50,0.42,0.51,0.51
18019,Clark County, Indiana,115007,13.38,6.21,3.94,1.95,4.64,8.03,2.36,4.47,0.27,0.22,0.32,0.50,0.34,0.37,0.29
18021,Clay County, Indiana,25738,18.42,7.28,4.88,2.86,7.19,10.22,2.79,4.59,0.50,0.54,0.80,0.76,0.52,0.40,0.74
18023,Clinton County, Indiana,31718,13.61,5.83,4.10,2.68,5.32,6.49,2.55,4.19,0.30,0.49,0.49,0.27,0.42,0.30,0.31
18025,Crawford County, Indiana,10501,20.30,10.12,6.83,2.91,8.01,10.36,3.11,7.36,0.84,0.55,0.88,0.77,0.63,0.87,0.84
18027,Daviess County, Indiana,32642,14.44,7.29,5.03,3.13,5.94,7.65,3.51,4.95,0.54,0.63,0.61,0.45,0.74,0.48,0.40
18029,Dearborn County, Indiana,48946,11.84,5.80,3.58,1.75,4.31,6.35,2.64,4.27,0.18,0.14,0.26,0.25,0.45,0.31,0.17
18031,Decatur County, Indiana,26219,13.81,6.58,4.21,2.19,5.18,7.12,2.71,4.37,0.33,0.31,0.45,0.37,0.49,0.34,0.33
18033,DeKalb County, Indiana,42603,13.54,6.17,4.51,2.50,5.78,6.34,2.04,4.29,0.41,0.42,0.58,0.25,0.22,0.32,0.31
18035,Delaware County, Indiana,113571,17.30,8.68,4.55,2.95,7.41,9.05,3.06,6.03,0.42,0.57,0.83,0.63,0.61,0.70,0.66
18037,Dubois County, Indiana,41696,11.42,5.24,3.03,1.78,3.43,6.48,2.17,4.20,0.09,0.15,0.11,0.27,0.27,0.30,0.14
18039,Elkhart County, Indiana,201957,12.81,6.16,3.45,2.23,5.37,6.49,2.29,4.57,0.16,0.32,0.50,0.27,0.32,0.40,0.24
18041,Fayette County, Indiana,22854,17.86,8.75,4.59,3.45,5.98,9.89,3.55,5.96,0.43,0.70,0.62,0.73,0.75,0.69,0.70
18043,Floyd County, Indiana,76195,13.19,6.40,3.61,1.81,4.65,6.80,2.47,4.74,0.19,0.16,0.33,0.32,0.39,0.44,0.27
18045,Fountain County, Indiana,16279,18.69,9.08,5.53,3.62,7.23,10.68,3.27,5.17,0.65,0.74,0.81,0.80,0.67,0.53,0.76
18047,Franklin County, Indiana,22665,12.93,5.65,4.02,2.08,4.11,6.38,1.82,3.95,0.28,0.26,0.22,0.26,0.15,0.25,0.25
18049,Fulton County, Indiana,19898,15.94,8.21,6.55,2.74,5.03,7.92,2.68,5.75,0.81,0.50,0.42,0.49,0.47,0.65,0.55
18051,Gibson County, Indiana,33057,14.38,6.91,4.11,2.86,6.00,7.65,2.66,4.46,0.30,0.54,0.62,0.45,0.47,0.37,0.40
18053,Grant County, Indiana,65606,19.31,8.64,5.39,2.63,7.43,10.83,3.30,6.25,0.62,0.47,0.83,0.81,0.68,0.73,0.79
18055,Greene County, Indiana,31864,18.24,8.31,5.89,2.88,6.23,9.46,3.05,5.40,0.71,0.55,0.66,0.68,0.61,0.58,0.73
18057,Hamilton County, Indiana,321620,7.91,3.35,2.40,1.30,2.94,3.37,1.28,2.41,0.03,0.04,0.06,0.02,0.04,0.03,0.01
18059,Hancock County, Indiana,74466,12.46,5.92,4.24,2.10,5.25,6.05,2.60,4.27,0.34,0.27,0.47,0.21,0.44,0.31,0.22
18061,Harrison County, Indiana,39616,16.98,7.66,5.74,2.01,6.10,8.27,2.78,4.97,0.69,0.24,0.64,0.54,0.52,0.49,0.63
18063,Hendricks County, Indiana,161237,10.30,4.78,3.34,1.99,3.36,5.46,1.71,3.24,0.14,0.23,0.10,0.15,0.12,0.12,0.08
18065,Henry County, Indiana,44895,17.75,9.01,5.03,3.12,7.02,9.43,3.47,6.39,0.54,0.62,0.78,0.68,0.73,0.75,0.69
18067,Howard County, Indiana,81330,17.45,8.29,5.26,2.92,6.59,9.21,2.58,5.91,0.59,0.56,0.72,0.65,0.43,0.68,0.67
18069,Huntington County, Indiana,35928,13.34,6.17,5.05,2.17,3.91,7.09,1.91,4.05,0.55,0.30,0.18,0.37,0.18,0.26,0.29
18071,Jackson County, Indiana,43340,15.16,7.29,4.76,3.96,4.50,7.35,3.02,5.35,0.47,0.80,0.29,0.40,0.60,0.57,0.47
18073,Jasper County, Indiana,33106,15.46,7.02,5.22,2.70,5.10,7.68,2.55,5.01,0.58,0.49,0.43,0.46,0.42,0.50,0.50
18075,Jay County, Indiana,20638,16.88,8.07,5.10,2.27,6.82,7.94,2.14,5.83,0.55,0.33,0.76,0.49,0.26,0.66,0.62
18077,Jefferson County, Indiana,30578,16.39,8.56,4.09,3.04,5.62,9.02,3.45,6.30,0.30,0.60,0.55,0.63,0.73,0.73,0.58
18079,Jennings County, Indiana,27428,16.61,8.84,5.39,3.81,5.85,8.90,3.85,5.65,0.62,0.78,0.59,0.61,0.82,0.63,0.60
18081,Johnson County, Indiana,151655,10.47,4.39,2.64,1.61,3.57,5.23,1.62,3.12,0.05,0.10,0.13,0.12,0.10,0.09,0.09
18083,Knox County, Indiana,36228,19.39,8.05,5.69,3.64,8.17,9.79,3.31,5.54,0.68,0.74,0.89,0.72,0.69,0.61,0.79
18085,Kosciusko County, Indiana,78271,13.48,6.46,4.28,2.54,5.50,6.57,1.89,3.74,0.35,0.44,0.52,0.28,0.17,0.21,0.30
18087,LaGrange County, Indiana,39040,10.51,5.28,3.44,1.62,3.90,5.78,2.17,3.23,0.16,0.11,0.18,0.18,0.27,0.11,0.09
18089,Lake County, Indiana,482151,13.62,6.67,3.45,2.46,4.98,7.38,2.62,5.22,0.16,0.40,0.41,0.41,0.45,0.54,0.31
18091,LaPorte County, Indiana,102327,13.86,6.14,3.78,2.39,4.68,6.95,2.62,4.64,0.23,0.38,0.33,0.35,0.45,0.42,0.34
18093,Lawrence County, Indiana,44932,18.61,8.39,4.97,3.50,6.73,10.51,3.17,5.58,0.53,0.71,0.74,0.78,0.64,0.61,0.75
18095,Madison County, Indiana,124753,18.47,9.30,5.28,2.97,8.03,9.54,3.20,6.38,0.60,0.57,0.88,0.69,0.66,0.75,0.74
18097,Marion County, Indiana,941905,13.33,6.35,3.12,2.69,5.30,7.01,2.85,4.60,0.10,0.49,0.48,0.36,0.54,0.41,0.28
18099,Marshall County, Indiana,45914,13.54,6.36,4.24,2.11,5.85,6.52,2.76,4.33,0.34,0.28,0.59,0.27,0.51,0.33,0.31
18101,Martin County, Indiana,9926,18.73,8.44,7.42,4.18,7.64,10.07,3.09,5.15,0.90,0.83,0.85,0.74,0.62,0.53,0.76
18103,Miami County, Indiana,33568,16.51,7.67,5.44,2.92,6.17,8.52,2.27,5.00,0.63,0.56,0.65,0.57,0.31,0.49,0.60
18105,Monroe County, Indiana,145376,11.12,5.14,3.65,1.87,4.63,4.74,1.88,3.64,0.20,0.18,0.32,0.08,0.17,0.19,0.12
18107,Montgomery County, Indiana,37717,15.34,6.86,4.82,2.00,5.94,7.79,2.36,4.72,0.49,0.23,0.61,0.47,0.34,0.43,0.48
18109,Morgan County, Indiana,68934,14.82,6.94,4.72,2.58,5.54,7.62,2.27,4.89,0.46,0.46,0.53,0.44,0.31,0.46,0.44
18111,Newton County, Indiana,13767,16.34,8.45,5.45,3.77,5.96,9.46,3.07,4.72,0.63,0.77,0.61,0.68,0.62,0.43,0.58
18113,Noble County, Indiana,46734,13.41,6.31,4.59,1.96,5.25,7.43,2.07,4.12,0.43,0.22,0.47,0.42,0.23,0.28,0.29
18115,Ohio County, Indiana,5821,14.09,5.81,4.93,3.33,3.90,6.99,2.16,4.90,0.52,0.68,0.18,0.35,0.26,0.47,0.36
18117,Orange County, Indiana,19273,22.77,10.61,6.93,4.69,10.03,12.06,4.30,7.29,0.85,0.88,0.97,0.89,0.89,0.86,0.92
18119,Owen County, Indiana,20684,18.22,7.97,6.01,3.60,6.78,9.95,2.76,4.60,0.73,0.73,0.75,0.73,0.51,0.41,0.73
18121,Parke County, Indiana,15550,19.23,9.29,6.23,2.92,8.69,10.29,3.64,6.37,0.76,0.56,0.92,0.76,0.77,0.74,0.78
18123,Perry County, Indiana,17487,15.18,7.53,3.91,2.37,4.86,9.40,2.68,5.01,0.26,0.37,0.37,0.68,0.47,0.50,0.47
18125,Pike County, Indiana,12168,17.83,8.76,5.62,3.11,6.95,8.67,3.78,4.71,0.67,0.62,0.77,0.59,0.80,0.43,0.70
18127,Porter County, Indiana,166977,10.94,4.87,2.91,1.73,3.85,5.46,2.11,3.91,0.07,0.14,0.17,0.15,0.25,0.24,0.11
18129,Posey County, Indiana,25318,13.09,6.01,3.82,1.90,4.27,7.62,1.65,4.15,0.24,0.19,0.25,0.44,0.11,0.29,0.27
18131,Pulaski County, Indiana,12453,16.97,6.91,6.33,2.75,5.37,8.50,2.35,4.85,0.77,0.51,0.50,0.57,0.34,0.46,0.63
18133,Putnam County, Indiana,34525,12.64,6.64,3.45,2.08,5.06,7.02,2.17,4.29,0.16,0.26,0.42,0.36,0.27,0.32,0.23
18135,Randolph County, Indiana,24571,17.09,8.49,5.12,2.92,5.54,10.37,3.68,5.54,0.56,0.56,0.53,0.77,0.78,0.61,0.64
18137,Ripley County, Indiana,27900,13.67,6.68,4.81,3.01,4.04,7.35,2.76,4.85,0.49,0.59,0.21,0.40,0.51,0.46,0.32
18139,Rush County, Indiana,16452,15.78,8.73,5.20,3.57,5.41,9.40,2.70,6.01,0.58,0.73,0.51,0.68,0.48,0.69,0.53
18141,St. Joseph County, Indiana,267710,13.80,6.66,3.78,2.65,5.66,6.89,2.86,4.89,0.23,0.48,0.55,0.34,0.55,0.47,0.33
18143,Scott County, Indiana,23351,20.66,9.63,6.78,4.74,7.40,10.61,2.97,6.20,0.83,0.88,0.83,0.79,0.58,0.72,0.85
18145,Shelby County, Indiana,43731,14.13,6.80,3.53,2.39,4.66,7.65,2.50,5.10,0.18,0.38,0.33,0.45,0.40,0.52,0.37
18147,Spencer County, Indiana,20213,15.11,7.30,4.60,2.06,4.85,8.62,2.87,5.39,0.43,0.25,0.37,0.58,0.55,0.57,0.46
18149,Starke County, Indiana,22947,15.21,8.06,3.72,2.84,5.56,8.60,3.12,5.99,0.22,0.53,0.54,0.58,0.63,0.69,0.47
18151,Steuben County, Indiana,34215,14.09,6.57,4.50,2.66,4.59,7.38,2.50,4.48,0.40,0.48,0.31,0.41,0.40,0.37,0.36
18153,Sullivan County, Indiana,18607,18.98,8.74,5.11,3.06,6.77,9.33,3.17,5.49,0.56,0.60,0.75,0.67,0.65,0.59,0.77
18155,Switzerland County, Indiana,10588,17.89,8.31,6.47,4.16,5.59,7.88,2.84,5.54,0.80,0.83,0.54,0.48,0.54,0.61,0.70
18157,Tippecanoe County, Indiana,189817,10.33,4.12,2.68,1.75,4.26,4.41,1.49,3.31,0.05,0.14,0.25,0.06,0.07,0.13,0.08
18159,Tipton County, Indiana,14957,14.89,6.10,4.52,2.78,5.11,7.15,2.43,4.24,0.41,0.52,0.43,0.38,0.37,0.31,0.44
18161,Union County, Indiana,7057,15.64,6.11,4.51,2.18,4.65,9.45,3.68,4.78,0.40,0.30,0.33,0.68,0.78,0.44,0.52
18163,Vanderburgh County, Indiana,178940,14.99,6.96,4.17,2.88,5.80,8.00,2.79,4.90,0.32,0.54,0.58,0.50,0.52,0.47,0.45
18165,Vermillion County, Indiana,15322,18.17,9.80,5.98,3.68,5.33,10.63,3.32,5.15,0.73,0.75,0.49,0.79,0.69,0.53,0.72
18167,Vigo County, Indiana,103552,18.16,8.67,5.36,3.77,7.41,9.37,3.11,5.75,0.61,0.77,0.83,0.67,0.63,0.65,0.72
18169,Wabash County, Indiana,30377,14.25,6.33,3.90,2.27,4.42,7.95,1.98,4.74,0.26,0.33,0.27,0.49,0.20,0.44,0.38
18171,Warren County, Indiana,8147,15.66,6.97,5.76,2.18,4.89,9.08,1.95,4.09,0.69,0.31,0.38,0.64,0.19,0.27,0.52
18173,Warrick County, Indiana,61555,12.46,4.79,4.02,2.11,4.29,6.01,1.31,3.57,0.28,0.27,0.25,0.21,0.05,0.17,0.22
18175,Washington County, Indiana,27577,17.62,7.94,4.64,3.59,6.12,9.00,2.63,5.88,0.45,0.73,0.64,0.62,0.45,0.67,0.68
18177,Wayne County, Indiana,64974,18.10,8.41,5.00,2.99,7.34,9.45,3.28,6.22,0.53,0.58,0.82,0.68,0.68,0.72,0.72
18179,Wells County, Indiana,27373,12.94,5.21,4.16,1.56,4.07,6.62,2.04,3.69,0.32,0.09,0.21,0.29,0.22,0.20,0.25
18181,White County, Indiana,23866,16.58,7.98,5.69,3.20,5.52,8.86,3.30,5.26,0.68,0.64,0.53,0.61,0.68,0.55,0.60
18183,Whitley County, Indiana,33351,13.76,5.44,5.26,2.35,4.20,6.59,1.35,3.43,0.59,0.36,0.23,0.29,0.05,0.15,0.33
19001,Adair County, Iowa,6961,15.96,7.25,5.16,3.00,5.86,8.48,2.99,5.40,0.57,0.59,0.60,0.56,0.59,0.58,0.55
19003,Adams County, Iowa,3608,13.97,7.12,6.40,2.83,4.27,7.59,2.25,3.10,0.79,0.53,0.25,0.44,0.30,0.09,0.35
19005,Allamakee County, Iowa,13531,11.20,4.38,5.20,1.85,2.85,5.26,1.76,3.23,0.58,0.17,0.05,0.13,0.14,0.11,0.13
19007,Appanoose County, Iowa,12348,18.85,8.67,5.69,4.02,5.90,9.77,2.89,5.63,0.68,0.81,0.60,0.71,0.56,0.62,0.76
19009,Audubon County, Iowa,5446,12.72,5.33,5.56,2.06,2.88,6.54,1.87,4.09,0.66,0.25,0.05,0.28,0.17,0.27,0.24
19011,Benton County, Iowa,25390,11.15,5.29,3.32,2.21,3.17,5.70,1.80,3.63,0.14,0.31,0.08,0.18,0.15,0.18,0.12
19013,Black Hawk County, Iowa,131172,11.99,5.13,3.86,1.62,4.81,5.32,1.97,3.70,0.25,0.11,0.36,0.13,0.20,0.20,0.18
19015,Boone County, Iowa,25891,13.92,5.50,4.71,2.08,4.85,5.77,2.13,4.21,0.46,0.26,0.37,0.18,0.25,0.30,0.35
19017,Bremer County, Iowa,24540,10.60,4.12,4.45,1.43,3.64,4.13,1.55,2.89,0.39,0.06,0.14,0.04,0.09,0.07,0.10
19019,Buchanan County, Iowa,20875,12.17,5.45,4.55,1.56,4.57,5.48,1.80,3.31,0.42,0.09,0.31,0.15,0.15,0.13,0.20
19021,Buena Vista County, Iowa,19785,9.92,4.12,3.27,1.21,3.73,4.72,1.43,2.77,0.13,0.03,0.15,0.08,0.06,0.06,0.06
19023,Butler County, Iowa,14376,10.73,4.06,3.53,1.45,3.58,4.71,1.37,2.95,0.18,0.06,0.13,0.08,0.05,0.08,0.10
19025,Calhoun County, Iowa,9000,12.16,5.13,4.48,1.71,3.94,6.32,2.38,3.66,0.40,0.13,0.19,0.25,0.35,0.19,0.20
19027,Carroll County, Iowa,19942,10.66,4.59,3.43,1.43,3.26,5.74,1.97,2.84,0.16,0.06,0.09,0.18,0.20,0.07,0.10
19029,Cass County, Iowa,12836,13.78,6.22,4.64,1.96,5.26,6.76,1.58,4.64,0.45,0.22,0.47,0.31,0.09,0.42,0.33
19031,Cedar County, Iowa,18221,10.49,3.84,3.38,1.54,3.80,4.68,1.62,2.82,0.15,0.08,0.16,0.08,0.10,0.07,0.09
19033,Cerro Gordo County, Iowa,42212,14.21,5.89,5.28,1.61,5.39,6.08,2.14,4.06,0.60,0.10,0.50,0.22,0.26,0.27,0.37
19035,Cherokee County, Iowa,10999,12.71,5.89,3.65,1.70,4.45,6.52,2.42,4.00,0.20,0.13,0.28,0.27,0.37,0.25,0.23
19037,Chickasaw County, Iowa,11889,13.73,5.19,6.20,1.77,3.79,5.52,1.98,3.55,0.76,0.15,0.16,0.15,0.20,0.17,0.33
19039,Clarke County, Iowa,9190,15.73,6.26,5.89,2.87,4.97,7.53,0.96,3.99,0.71,0.54,0.40,0.43,0.02,0.25,0.53
19041,Clay County, Iowa,15975,15.11,6.55,5.00,1.71,5.32,8.32,2.52,4.64,0.53,0.13,0.49,0.55,0.41,0.42,0.46
19043,Clayton County, Iowa,17416,13.99,6.72,3.84,2.24,5.33,6.89,2.62,5.78,0.24,0.32,0.49,0.34,0.45,0.65,0.35
19045,Clinton County, Iowa,46471,13.35,6.54,3.57,2.31,5.34,6.32,2.11,4.31,0.18,0.35,0.49,0.25,0.25,0.32,0.29
19047,Crawford County, Iowa,16857,15.76,5.17,4.57,3.72,5.06,6.72,1.91,3.57,0.42,0.76,0.42,0.31,0.18,0.17,0.53
19049,Dallas County, Iowa,86620,7.19,3.10,2.77,1.05,2.30,3.16,1.02,2.20,0.06,0.01,0.02,0.01,0.02,0.02,0.01
19051,Davis County, Iowa,8811,11.77,4.98,4.51,1.79,3.60,6.02,1.57,3.40,0.40,0.16,0.13,0.21,0.09,0.14,0.17
19053,Decatur County, Iowa,7864,14.10,7.17,4.48,2.25,4.82,7.41,2.72,4.63,0.40,0.33,0.36,0.41,0.49,0.41,0.36
19055,Delaware County, Iowa,17019,10.66,4.10,4.06,1.57,2.93,4.87,1.70,3.53,0.29,0.09,0.05,0.09,0.12,0.17,0.10
19057,Des Moines County, Iowa,38894,15.96,6.98,4.32,2.68,6.20,8.17,2.60,5.09,0.36,0.49,0.66,0.53,0.44,0.52,0.55
19059,Dickinson County, Iowa,16959,14.64,6.17,6.56,2.51,3.48,6.72,2.01,4.48,0.81,0.42,0.12,0.31,0.21,0.37,0.42
19061,Dubuque County, Iowa,95694,11.17,4.78,3.48,1.73,3.93,5.45,2.05,3.60,0.17,0.14,0.19,0.15,0.23,0.18,0.13
19063,Emmet County, Iowa,9170,14.24,5.21,5.37,1.89,5.01,5.77,2.33,3.87,0.61,0.18,0.41,0.18,0.33,0.23,0.38
19065,Fayette County, Iowa,19470,15.40,7.47,4.70,2.44,5.83,7.57,2.58,5.27,0.46,0.40,0.59,0.43,0.43,0.55,0.49
19067,Floyd County, Iowa,15576,15.68,7.10,5.00,2.44,7.00,7.06,3.42,4.74,0.53,0.40,0.78,0.36,0.72,0.44,0.52
19069,Franklin County, Iowa,10015,8.63,3.03,2.95,1.46,2.33,3.14,1.37,2.95,0.07,0.06,0.02,0.01,0.05,0.08,0.03
19071,Fremont County, Iowa,6836,13.40,6.06,3.77,2.72,4.04,6.85,1.97,4.96,0.23,0.50,0.21,0.33,0.20,0.48,0.29
19073,Greene County, Iowa,8845,15.91,6.98,6.09,2.26,4.25,8.72,1.97,4.27,0.74,0.33,0.24,0.60,0.20,0.31,0.55
19075,Grundy County, Iowa,12139,10.79,4.01,3.40,1.05,2.64,5.18,1.40,3.15,0.15,0.01,0.04,0.12,0.06,0.10,0.11
19077,Guthrie County, Iowa,10570,12.83,5.07,4.65,1.89,3.55,5.79,1.92,3.13,0.45,0.19,0.12,0.18,0.18,0.10,0.24
